Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
15110;Place Robert Guillemard;OUI;0;6;16;13;3;OUI;OUI;2025-04-17T15:42:18+00:00;48.836191728066666, 2.2811267160086417;Paris;75056;
15109;Cevennes - Bergers;OUI;0;24;5;3;2;OUI;OUI;2025-04-17T15:41:45+00:00;48.84240765130395, 2.281037718057633;Paris;75056;
16202;Commandant Schloesing - Pétrarque;NON;1;30;0;0;0;NON;NON;2025-03-06T11:11:47+00:00;48.861773096259, 2.2838841134601;Paris;75056;
14012;Sibelle - Alésia;OUI;0;32;3;0;3;OUI;OUI;2025-04-17T15:42:28+00:00;48.826701758539215, 2.3384983465075493;Paris;75056;
15034;Lakanal - Commerce;OUI;0;20;29;28;1;OUI;OUI;2025-04-17T15:42:14+00:00;48.84442462786544, 2.294059172272682;Paris;75056;
10042;Enghien - Faubourg Poissonnière;OUI;0;11;18;12;6;OUI;OUI;2025-04-17T15:41:55+00:00;48.872420063053, 2.3483952362828;Paris;75056;
5028;Censier - Jardin des Plantes;OUI;0;14;11;11;0;OUI;OUI;2025-04-17T15:41:08+00:00;48.84107178161383, 2.355475388467312;Paris;75056;
19103;Manin - Carrières d'Amérique;OUI;0;17;1;0;1;OUI;OUI;2025-04-17T15:41:14+00:00;48.884672142095, 2.3919698596001;Paris;75056;
41202;Gare Rer de Fontenay sous Bois;OUI;0;55;5;4;1;OUI;OUI;2025-04-17T15:34:34+00:00;48.8436279, 2.4630465;Fontenay-sous-Bois;94033;
17203;Place de la Porte de Champeret;OUI;0;23;4;1;3;OUI;OUI;2025-04-17T15:41:50+00:00;48.886062068226, 2.2917001576821;Paris;75056;
42021;Raspail - Manufacture des Oeillets;OUI;0;20;12;7;5;OUI;OUI;2025-04-17T15:42:21+00:00;48.8094458, 2.3903009;Ivry-sur-Seine;94041;
8045;Place de la Reine Astrid;OUI;0;18;37;32;5;OUI;OUI;2025-04-17T15:42:43+00:00;48.864920982538, 2.3025491823859;Paris;75056;
1020;Cambon - Rivoli;OUI;0;9;27;21;6;OUI;OUI;2025-04-17T15:42:35+00:00;48.866143390992, 2.3251800647137;Paris;75056;
14124;David Weill - Parc Montsouris;OUI;0;16;6;1;5;OUI;OUI;2025-04-17T15:42:48+00:00;48.821092374256104, 2.333725690841675;Paris;75056;
25003;Henri Ste-Claire Déville - Paul Héroult;OUI;0;2;20;16;4;OUI;OUI;2025-04-17T15:39:32+00:00;48.892663, 2.172411;Rueil-Malmaison;92063;
21006;Marcelin Berthelot;OUI;0;6;19;17;2;OUI;OUI;2025-04-17T15:42:03+00:00;48.8415473058801, 2.233161628246308;Boulogne-Billancourt;92012;
20115;Louis Lumière - Porte de Bagnolet;OUI;0;17;3;1;2;OUI;OUI;2025-04-17T15:41:33+00:00;48.86431136000005, 2.4105210229754443;Paris;75056;
44013;Edouard Tremblay - Julian Grimaux;OUI;0;29;0;0;0;OUI;OUI;2025-04-17T15:23:15+00:00;48.781383825117, 2.3723508417606;Vitry-sur-Seine;94081;
6025;Assas - Rennes;OUI;4;19;12;7;5;OUI;OUI;2025-04-17T15:42:44+00:00;48.8492084999386, 2.32851454623001;Paris;75056;
20131;Repos - Cimetière du Père Lachaise;OUI;0;31;0;0;0;OUI;OUI;2025-04-17T15:38:48+00:00;48.859358523593, 2.3896131366845;Paris;75056;
11030;Oberkampf - République;OUI;0;20;3;0;3;OUI;OUI;2025-04-17T15:38:57+00:00;48.86531608707, 2.37611478491;Paris;75056;
21015;Nationale - Place Jules Guesde;OUI;0;7;16;13;3;OUI;OUI;2025-04-17T15:42:31+00:00;48.82753962462998, 2.2416052222251897;Boulogne-Billancourt;92012;
11039;Richard Lenoir - Jean-Pierre Timbaud;OUI;0;26;8;7;1;OUI;OUI;2025-04-17T15:42:23+00:00;48.865804276686, 2.3693370749669;Paris;75056;
44003;Gabriel Péri - Danielle Casanova;OUI;0;1;19;18;1;OUI;OUI;2025-04-17T15:42:17+00:00;48.790114, 2.4025777;Vitry-sur-Seine;94081;
32604;Square du Théâtre du Garde-Chasse;OUI;0;50;0;0;0;OUI;OUI;2025-04-17T15:35:20+00:00;48.881287375060616, 2.420119643211365;Les Lilas;93045;
48010;Karl Marx;OUI;0;12;4;3;1;OUI;OUI;2025-04-17T15:40:00+00:00;48.784527937293184, 2.3646667979455587;Villejuif;94076;
19024;Botzaris - Parc des Buttes Chaumont;OUI;0;18;1;0;1;OUI;OUI;2025-04-17T15:42:11+00:00;48.877951, 2.381464;Paris;75056;
22203;Tertres - Fontaine;OUI;0;22;6;0;6;OUI;OUI;2025-04-17T15:33:20+00:00;48.787553654715644, 2.306235730648041;Bagneux;92007;
9010;Rochechouart lamartine;OUI;0;18;6;4;2;OUI;OUI;2025-04-17T15:42:42+00:00;48.876719895109, 2.344393021854;Paris;75056;
1119;Cossonnerie - Sébastopol;OUI;0;6;16;9;7;OUI;OUI;2025-04-17T15:42:10+00:00;48.86132665908402, 2.349419631063938;Paris;75056;
18009;Jean-François Lépine - Stephenson;OUI;0;20;2;0;2;OUI;OUI;2025-04-17T15:36:28+00:00;48.88611466796807, 2.356855627529275;Paris;75056;
35020;Marcelle - Thalie;OUI;0;18;2;0;2;OUI;OUI;2025-04-17T15:42:16+00:00;48.8835462, 2.4137883;Pantin;93055;
11105;Parmentier - République;OUI;0;8;15;4;11;OUI;OUI;2025-04-17T15:42:27+00:00;48.8644954, 2.3750124;Paris;75056;
31003;Paris - Emile Zola;OUI;0;25;2;1;1;OUI;OUI;2025-04-17T15:42:20+00:00;48.854898095789295, 2.4186685681343083;Montreuil;93048;
16108;Sablons - Georges Mandel;OUI;0;30;8;3;5;OUI;OUI;2025-04-17T15:42:38+00:00;48.863875, 2.28189;Paris;75056;
22402;Jean Jaurès - Salvador Allende;OUI;0;40;2;2;0;OUI;OUI;2025-04-17T15:42:15+00:00;48.821475594736775, 2.3026576638221745;Malakoff;92046;
17125;Marie-Georges Picquart - Pereire;OUI;0;31;1;0;1;OUI;OUI;2025-04-17T15:41:23+00:00;48.88863669349711, 2.3111706599593163;Paris;75056;
9116;Victoire - Chaussée d'Antin;OUI;0;18;2;0;2;OUI;OUI;2025-04-17T15:42:27+00:00;48.875065791004396, 2.3316738009452824;Paris;75056;
16008;Galilée - Kléber;OUI;0;16;13;1;12;OUI;OUI;2025-04-17T15:42:21+00:00;48.867411865714, 2.2907813801148;Paris;75056;
17013;Legendre - Dulong;OUI;0;18;3;0;3;OUI;OUI;2025-04-17T15:41:56+00:00;48.885325169402904, 2.316423766314984;Paris;75056;
22003;Beffroy;OUI;0;23;3;2;1;OUI;OUI;2025-04-17T15:41:24+00:00;48.886591074488, 2.2613945603371;Neuilly-sur-Seine;92051;
11026;Chemin Vert - Saint-Maur;OUI;0;29;15;4;11;OUI;OUI;2025-04-17T15:39:40+00:00;48.86112461407359, 2.381299026310444;Paris;75056;
11024;Mairie du 11ème;OUI;0;35;13;9;4;OUI;OUI;2025-04-17T15:41:26+00:00;48.858925, 2.3789759;Paris;75056;
41601;Général De Gaulle - Alouette;OUI;0;26;0;0;0;OUI;OUI;2025-04-17T15:39:27+00:00;48.839109, 2.4175664;Saint-Mandé;94067;
13050;Quai Panhard et Levassor;OUI;0;15;42;38;4;OUI;OUI;2025-04-17T15:41:46+00:00;48.828374828097, 2.3842737458056;Paris;75056;
23006;Jules Guesde - Alsace;OUI;0;20;3;1;2;OUI;OUI;2025-04-17T15:40:44+00:00;48.890566275506, 2.2950777411461;Levallois-Perret;92044;
20134;Lieutenant Chauré - Etienne Marey;OUI;0;18;2;0;2;OUI;OUI;2025-04-17T15:42:47+00:00;48.86746195408435, 2.405970990657807;Paris;75056;
15021;Joseph Liouville - Croix Nivert;OUI;0;51;12;11;1;OUI;OUI;2025-04-17T15:39:29+00:00;48.844835471244416, 2.297508493065834;Paris;75056;
24001;Arche - Léonard de Vinci;OUI;0;18;8;5;3;OUI;OUI;2025-04-17T15:41:51+00:00;48.89790972494496, 2.2383723043644914;Courbevoie;92026;
17105;Place Madeleine Daniélou;OUI;0;30;12;11;1;OUI;OUI;2025-04-17T15:42:11+00:00;48.883498, 2.282015;Paris;75056;
22016;Charles de Gaulle - Sablonville;OUI;0;23;3;1;2;OUI;OUI;2025-04-17T15:42:48+00:00;48.87991924860035, 2.2763770446181297;Neuilly-sur-Seine;92051;
43005;Gare RER de Vincennes;OUI;0;48;1;0;1;OUI;OUI;2025-04-17T15:42:02+00:00;48.847563015126106, 2.433383166790009;Vincennes;94080;
42010;Mairie d'Ivry-sur-Seine;OUI;0;16;35;28;7;OUI;OUI;2025-04-17T15:42:06+00:00;48.81057120969284, 2.3842826485633855;Ivry-sur-Seine;94041;
16136;Théophile Gautier - François Millet;OUI;0;10;18;17;1;OUI;OUI;2025-04-17T15:41:19+00:00;48.85034821320644, 2.273029983043671;Paris;75056;
15046;Parc Georges Brassens - Brancion;OUI;3;25;3;1;2;OUI;OUI;2025-04-17T15:42:34+00:00;48.83227829269761, 2.3022570088505745;Paris;75056;
19032;Villette - Belleville;OUI;0;34;9;2;7;OUI;OUI;2025-04-17T15:42:35+00:00;48.8726877314, 2.376461327076;Paris;75056;
46001;Place Paul Eluard;OUI;0;1;18;10;8;OUI;OUI;2025-04-17T15:39:37+00:00;48.7672039733195, 2.4144977331161503;Choisy-le-Roi;94022;
21701;Larmeroux - Baudelaire;OUI;0;29;0;0;0;OUI;OUI;2025-04-17T15:40:56+00:00;48.816939911292, 2.2809894804846;Vanves;92075;
17028;Reims - Raymond Pitet;OUI;0;25;11;9;2;OUI;OUI;2025-04-17T15:37:34+00:00;48.8888, 2.296319;Paris;75056;
19022;Marché Secrétan;OUI;0;9;16;6;10;OUI;OUI;2025-04-17T15:42:23+00:00;48.88125496379482, 2.373463287949562;Paris;75056;
19029;Seine - Flandre;OUI;0;17;2;1;1;OUI;OUI;2025-04-17T15:40:46+00:00;48.886785741479684, 2.3746193200349808;Paris;75056;
21008;Victor Hugo - Galliéni;OUI;0;22;12;7;5;OUI;OUI;2025-04-17T15:38:11+00:00;48.838020154411, 2.2460845112801;Boulogne-Billancourt;92012;
19016;Hautpoul - Jean Jaurès;OUI;0;26;5;0;5;OUI;OUI;2025-04-17T15:41:27+00:00;48.886393679436, 2.3865414544355;Paris;75056;
14136;Auguste Cain - Jean Moulin;OUI;0;36;4;3;1;OUI;OUI;2025-04-17T15:40:20+00:00;48.82577028927573, 2.3210415244102482;Paris;75056;
11042;Grand Prieuré - Crussol;OUI;1;44;4;2;2;OUI;OUI;2025-04-17T15:41:31+00:00;48.864660627935, 2.3692265531829;Paris;75056;
32302;Chemin Vert - Fraternité;OUI;0;19;1;0;1;OUI;OUI;2025-04-17T15:41:59+00:00;48.877141208359035, 2.4461565166711807;Romainville;93063;
32026;Leroy des Barres - Médiathèque;OUI;0;15;10;7;3;OUI;OUI;2025-04-17T15:41:00+00:00;48.928253687082, 2.3681719727966;Saint-Denis;93066;
10014;Marseille - Beaurepaire;OUI;0;28;25;6;19;OUI;OUI;2025-04-17T15:39:20+00:00;48.871624306962985, 2.3639265082738348;Paris;75056;
8025;Miromesnil - La Boétie;OUI;0;16;16;14;2;OUI;OUI;2025-04-17T15:42:42+00:00;48.873722412917, 2.3158480972052;Paris;75056;
11035;Parmentier - Abel Rabaud;OUI;0;47;3;0;3;OUI;OUI;2025-04-17T15:42:45+00:00;48.86921273836114, 2.371688821240712;Paris;75056;
7102;Mairie du 7ème;OUI;0;16;32;28;4;OUI;OUI;2025-04-17T15:42:28+00:00;48.8577967, 2.3192664;Paris;75056;
16040;Exelmans - Michel-Ange;OUI;0;14;19;15;4;OUI;OUI;2025-04-17T15:42:40+00:00;48.84309486651855, 2.2597770800669053;Paris;75056;
12204;Prague - Théophile Roussel;NON;1;34;0;0;0;NON;NON;2024-10-08T09:06:15+00:00;48.850330563516, 2.3758223011125;Paris;75056;
22006;Pierret - Madrid;OUI;0;19;8;8;0;OUI;OUI;2025-04-17T15:42:28+00:00;48.882976576876565, 2.260125767248034;Neuilly-sur-Seine;92051;
19013;Laumière - Petit;OUI;0;21;9;1;8;OUI;OUI;2025-04-17T15:42:24+00:00;48.88467368538326, 2.380039058625698;Paris;75056;
21301;Saint-Vincent - Verdun;OUI;0;14;19;11;8;OUI;OUI;2025-04-17T15:40:41+00:00;48.819211549234495, 2.254007756710053;Issy-les-Moulineaux;92040;
42301;Gare Arcueil - Cachan;OUI;0;25;0;0;0;OUI;OUI;2025-04-17T15:42:28+00:00;48.799824, 2.328171;Arcueil;94003;
42302;Aristide Briand - Gare de Bagneux;OUI;0;20;2;2;0;OUI;OUI;2025-04-17T15:37:55+00:00;48.79387269664978, 2.321148812770844;Cachan;94016;
43003;Hôpital Bégin;OUI;0;17;3;1;2;OUI;OUI;2025-04-17T15:39:21+00:00;48.84571672113, 2.4272462725639;Vincennes;94080;
9032;Mathurins - Auber;OUI;0;21;13;11;2;OUI;OUI;2025-04-17T15:41:43+00:00;48.872988840744, 2.3294984212276;Paris;75056;
42504;Gare RER de Gentilly;OUI;0;30;0;0;0;OUI;OUI;2025-04-17T15:34:02+00:00;48.814280450380224, 2.3410347104072575;Gentilly;94037;
32003;Wilson - Métallurgie;OUI;0;15;10;1;9;OUI;OUI;2025-04-17T15:40:43+00:00;48.909423010092326, 2.3584435880184174;Saint-Denis;93066;
26013;Quai du docteur Dervaux;OUI;0;18;8;8;0;OUI;OUI;2025-04-17T15:41:46+00:00;48.910482, 2.297998;Asnières-sur-Seine;92004;
21104;Madame de Sanzillon - Mozart;OUI;0;10;12;12;0;OUI;OUI;2025-04-17T15:41:29+00:00;48.90379820774301, 2.3187401890754704;Clichy;92024;
20111;Villiers de l'Isle Adam - Pyrénées;OUI;0;18;2;0;2;OUI;OUI;2025-04-17T15:40:56+00:00;48.867362, 2.396222;Paris;75056;
9005;Square d'Anvers;OUI;0;26;6;2;4;OUI;OUI;2025-04-17T15:42:46+00:00;48.882633484311, 2.3448844062122;Paris;75056;
20043;Charonne - Avron;OUI;0;24;2;1;1;OUI;OUI;2025-04-17T15:42:03+00:00;48.851602665222, 2.3984030470379;Paris;75056;
1013;Place du Palais Royal;OUI;0;19;48;44;4;OUI;OUI;2025-04-17T15:42:47+00:00;48.862382970647, 2.3384822532535;Paris;75056;
42015;Place Jean Ferrat;OUI;0;22;3;0;3;OUI;OUI;2025-04-17T15:42:21+00:00;48.8184945213025, 2.3744174838066106;Ivry-sur-Seine;94041;
13002;Arago - Glacière;OUI;0;22;5;2;3;OUI;OUI;2025-04-17T15:42:05+00:00;48.83486054775774, 2.3445770524322067;Paris;75056;
15201;Place Amédée Gordini - Lefebvre;OUI;0;30;5;0;5;OUI;OUI;2025-04-17T15:42:21+00:00;48.83061737745, 2.2920634208276;Paris;75056;
20121;Boyer - Ménilmontant;OUI;0;17;2;1;1;OUI;OUI;2025-04-17T15:42:37+00:00;48.868895162679, 2.3919824145635;Paris;75056;
19008;Flandre - Alphonse Karr;OUI;0;21;4;1;3;OUI;OUI;2025-04-17T15:41:31+00:00;48.89465, 2.381868;Paris;75056;
32016;Place de la Porte de Paris;OUI;0;23;15;12;3;OUI;OUI;2025-04-17T15:39:11+00:00;48.93009363207303, 2.3564037680625916;Saint-Denis;93066;
11004;Charonne - Faubourg Saint-Antoine;OUI;2;4;27;23;4;OUI;OUI;2025-04-17T15:41:15+00:00;48.852191909696, 2.3740932717919;Paris;75056;
31010;Stalingrad - Désiré Chevalier;OUI;0;37;3;1;2;OUI;OUI;2025-04-17T15:39:06+00:00;48.85670169739857, 2.445072233676911;Montreuil;93048;
18201;Tristan Tzara -  Tchaïkovski;OUI;0;30;1;0;1;OUI;OUI;2025-04-17T15:38:01+00:00;48.89490221746837, 2.3648490384221077;Paris;75056;
12009;Charenton - Diderot;OUI;0;4;14;8;6;OUI;OUI;2025-04-17T15:41:41+00:00;48.846171461187, 2.3793068155646;Paris;75056;
92008;Hôtel de Ville de Nanterre;OUI;0;35;2;0;2;OUI;OUI;2025-04-17T15:37:40+00:00;48.892371898250424, 2.205548956990242;Nanterre;92050;
19125;Place de l'Édit de Nantes;OUI;0;18;11;3;8;OUI;OUI;2025-04-17T15:41:35+00:00;48.88879, 2.3785;Paris;75056;
41402;Victor Hugo - Ecoles;OUI;0;14;9;5;4;OUI;OUI;2025-04-17T15:42:21+00:00;48.80476007936134, 2.4180373930262093;Alfortville;94002;
14036;Boulard - Daguerre;OUI;0;42;2;0;2;OUI;OUI;2025-04-17T15:41:43+00:00;48.83446472680611, 2.3293386027216907;Paris;75056;
51004;Général Delambre - Prebuard;OUI;0;16;13;11;2;OUI;OUI;2025-04-17T15:35:55+00:00;48.93870344444, 2.2234171606307;Argenteuil;95018;
23009;Anatole France - Louise Michel;OUI;0;44;5;5;0;OUI;OUI;2025-04-17T15:40:38+00:00;48.88873214926474, 2.2881576418876652;Levallois-Perret;92044;
18012;Stephenson - Doudeauville;OUI;2;34;2;1;1;OUI;OUI;2025-04-17T15:42:44+00:00;48.888537048944826, 2.3561610281467438;Paris;75056;
12027;Montgallet - Charenton;OUI;0;9;7;2;5;OUI;OUI;2025-04-17T15:41:15+00:00;48.842647778701, 2.3861649278137;Paris;75056;
19205;Simon Bolivar - Henri Turot;OUI;0;22;1;0;1;OUI;OUI;2025-04-17T15:41:36+00:00;48.877475489801, 2.3739709492211;Paris;75056;
21313;Guynemer - Séverine;OUI;0;4;20;19;1;OUI;OUI;2025-04-17T15:42:27+00:00;48.83091743371036, 2.2790706530213356;Issy-les-Moulineaux;92040;
5123;Saint-Germain - Thenard;OUI;0;2;29;26;3;OUI;OUI;2025-04-17T15:41:48+00:00;48.850571, 2.3471015;Paris;75056;
17102;Alfred Roll - Berthier;OUI;1;19;7;4;3;OUI;OUI;2025-04-17T15:42:26+00:00;48.887808570529, 2.3000952981763;Paris;75056;
11036;Jules Ferry - Faubourg du Temple Paris;OUI;0;37;21;17;4;OUI;OUI;2025-04-17T15:42:07+00:00;48.868397, 2.3678933;Paris;75056;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;0;10;19;19;0;OUI;OUI;2025-04-17T15:42:19+00:00;48.87866794788021, 2.2420343756675725;Puteaux;92062;
9021;Saint Georges - d'Aumale;OUI;0;20;2;0;2;OUI;OUI;2025-04-17T15:33:58+00:00;48.87778639599673, 2.337429821491241;Paris;75056;
16111;Faustin Hélie - Desbordes-Valmore;OUI;0;24;6;1;5;OUI;OUI;2025-04-17T15:36:42+00:00;48.859403, 2.276522;Paris;75056;
42029;Stalingrad - Germaine Tailleferre;OUI;0;21;6;4;2;OUI;OUI;2025-04-17T15:40:39+00:00;48.80257200481316, 2.3786691203713417;Ivry-sur-Seine;94041;
35018;Ancien Canal - Hélène Brion;OUI;0;18;5;3;2;OUI;OUI;2025-04-17T15:41:52+00:00;48.89484799296163, 2.4188338592648506;Pantin;93055;
8035;Bienfaisance - Place de Narvik;OUI;0;16;20;18;2;OUI;OUI;2025-04-17T15:42:44+00:00;48.87660163459077, 2.3129771277308464;Paris;75056;
18110;Departement - Pajol;OUI;0;10;9;2;7;OUI;OUI;2025-04-17T15:41:19+00:00;48.886674849730184, 2.3613611608743668;Paris;75056;
26007;Square Gilbert Thomain;OUI;0;13;6;1;5;OUI;OUI;2025-04-17T15:36:16+00:00;48.90717373809284, 2.2695400938391685;Asnières-sur-Seine;92004;
10113;Parmentier - Hôpital Saint-Louis;OUI;0;37;4;3;1;OUI;OUI;2025-04-17T15:41:10+00:00;48.871379874257, 2.3698963836667;Paris;75056;
11007;Jean Macé - Faidherbe;OUI;0;44;18;12;6;OUI;OUI;2025-04-17T15:40:22+00:00;48.85337548426, 2.3828620836139;Paris;75056;
17011;Fragonard - Porte de Clichy;OUI;0;51;2;0;2;OUI;OUI;2025-04-17T15:41:40+00:00;48.894155633419, 2.3143893107772;Paris;75056;
15025;Dupleix - du Guesclin;OUI;0;6;41;37;4;OUI;OUI;2025-04-17T15:41:33+00:00;48.85147910413369, 2.296709530055523;Paris;75056;
17045;Place des Ternes.;OUI;0;43;3;2;1;OUI;OUI;2025-04-17T15:41:48+00:00;48.878438631226516, 2.297727763652802;Paris;75056;
19005;Flandre - Riquet;OUI;0;16;5;3;2;OUI;OUI;2025-04-17T15:39:24+00:00;48.888013281448, 2.3737595955229;Paris;75056;
21305;Place Jacques Madaule;OUI;0;11;14;13;1;OUI;OUI;2025-04-17T15:37:04+00:00;48.823933787309, 2.2606918215752;Issy-les-Moulineaux;92040;
41606;Pasteur - Gambetta;OUI;0;14;3;2;1;OUI;OUI;2025-04-17T15:41:46+00:00;48.84572797384512, 2.4236011505126953;Saint-Mandé;94067;
11115;Montreuil - Gonnet;OUI;0;15;8;4;4;OUI;OUI;2025-04-17T15:40:25+00:00;48.850500564921, 2.3890856287864;Paris;75056;
43402;Place de Verdun;OUI;0;18;21;19;2;OUI;OUI;2025-04-17T15:41:23+00:00;48.8202823, 2.473775;Joinville-le-Pont;94042;
6013;Jacques Callot - Mazarine;OUI;6;3;23;19;4;OUI;OUI;2025-04-17T15:41:54+00:00;48.855280175332, 2.3375743255019;Paris;75056;
33018;Edouard Poisson - Victor Hugo;OUI;0;20;9;4;5;OUI;OUI;2025-04-17T15:38:38+00:00;48.91118557052621, 2.379864752692811;Aubervilliers;93001;
8033;Commandant Rivière;OUI;0;11;31;16;15;OUI;OUI;2025-04-17T15:41:14+00:00;48.872933, 2.309796;Paris;75056;
12013;Montgallet - Reuilly;OUI;0;11;2;0;2;OUI;OUI;2025-04-17T15:38:30+00:00;48.844291, 2.3896481;Paris;75056;
16121;Jardin d'Acclimatation;OUI;0;17;14;7;7;OUI;OUI;2025-04-17T15:42:25+00:00;48.878772242510465, 2.270772233605385;Paris;75056;
7015;Varenne;OUI;0;30;15;12;3;OUI;OUI;2025-04-17T15:41:31+00:00;48.857202661803, 2.3152771219611;Paris;75056;
15010;Square Cambronne;OUI;0;6;53;41;12;OUI;OUI;2025-04-17T15:41:50+00:00;48.84756654526, 2.3025691509247;Paris;75056;
32303;Gaston Roussel - Commune de Paris;OUI;0;0;0;0;0;NON;NON;2025-02-02T19:51:45+00:00;48.894320345532, 2.4325522744195;Romainville;93063;
41102;Gare de Laplace;OUI;0;36;5;1;4;OUI;OUI;2025-04-17T15:42:42+00:00;48.80893199114179, 2.3349460959434514;Arcueil;94003;
12115;Porte de Vincennes;OUI;0;30;3;3;0;OUI;OUI;2025-04-17T15:40:09+00:00;48.846454, 2.415514;Paris;75056;
17037;Bayen - Pereire;OUI;3;19;2;1;1;OUI;OUI;2025-04-17T15:42:36+00:00;48.881804409079656, 2.2921088710427284;Paris;75056;
5021;Jussieu - Fossés Saint-Bernard;OUI;0;38;1;0;1;NON;NON;2025-04-17T15:33:33+00:00;48.847185510023, 2.3534858599305;Paris;75056;
5106;Cujas - Saint-Michel;OUI;0;14;5;1;4;OUI;OUI;2025-04-17T15:37:59+00:00;48.848191348584, 2.341831654854;Paris;75056;
23001;Paul Vaillant Couturier - Chaptal;OUI;0;19;19;17;2;OUI;OUI;2025-04-17T15:42:29+00:00;48.893479576183, 2.2775253653526;Levallois-Perret;92044;
25005;18 juin 1940 - Buzenval;OUI;0;18;5;0;5;OUI;OUI;2025-04-17T15:34:42+00:00;48.868807, 2.185428;Rueil-Malmaison;92063;
18141;Clignancourt - Sofia;OUI;0;7;12;1;11;OUI;OUI;2025-04-17T15:42:34+00:00;48.88511992309783, 2.34719488842051;Paris;75056;
13045;Jean Colly - Tolbiac;OUI;0;34;2;1;1;OUI;OUI;2025-04-17T15:37:06+00:00;48.827817291597846, 2.3705490678548813;Paris;75056;
16124;Route de Sèvres - Porte de Bagatelle;OUI;0;11;54;54;0;OUI;OUI;2025-04-17T15:41:44+00:00;48.87525984132485, 2.249415814876557;Paris;75056;
32010;Place aux Étoiles;OUI;0;34;6;4;2;OUI;OUI;2025-04-17T15:42:46+00:00;48.91835629408464, 2.3523425683379173;Saint-Denis;93066;
33003;Bordier - Félix Faure;OUI;0;42;6;2;4;OUI;OUI;2025-04-17T15:39:36+00:00;48.90390751882016, 2.3830059170722966;Aubervilliers;93001;
16018;Flandrin - Henri Martin;OUI;0;16;2;0;2;OUI;OUI;2025-04-17T15:36:37+00:00;48.8643275, 2.2724174;Paris;75056;
33009;Félix Faure - Sadi Carnot;OUI;0;17;14;7;7;OUI;OUI;2025-04-17T15:40:30+00:00;48.90812110228388, 2.378623187541962;Aubervilliers;93001;
12034;Pirogues de Bercy - Libourne;OUI;0;24;24;7;17;OUI;OUI;2025-04-17T15:41:51+00:00;48.832308, 2.38637;Paris;75056;
22505;Mairie de La Garenne Colombes;OUI;0;14;7;3;4;OUI;OUI;2025-04-17T15:39:53+00:00;48.90663823468682, 2.24679596722126;La Garenne-Colombes;92035;
15033;Place Violet;OUI;0;20;10;9;1;OUI;OUI;2025-04-17T15:40:56+00:00;48.84487893836502, 2.2905756533145905;Paris;75056;
19115;Porte de la Villette;OUI;0;21;5;4;1;OUI;OUI;2025-04-17T15:39:07+00:00;48.89835196548483, 2.386150136590004;Paris;75056;
24002;Gare de Courbevoie;OUI;0;24;11;7;4;OUI;OUI;2025-04-17T15:41:36+00:00;48.8993867, 2.2506506;Courbevoie;92026;
14034;Ouest - Château;OUI;0;15;8;5;3;OUI;OUI;2025-04-17T15:39:59+00:00;48.83617286014242, 2.319392143923804;Paris;75056;
33001;Victor Hugo - Magasins Généraux;OUI;0;21;11;2;9;OUI;OUI;2025-04-17T13:23:43+00:00;48.903281401126755, 2.368072383105755;Aubervilliers;93001;
25008;Place du 8 Mai 1945;OUI;0;15;3;2;1;OUI;OUI;2025-04-17T15:41:26+00:00;48.871552174017, 2.2025031970585;Rueil-Malmaison;92063;
16034;Porte d'Auteuil;OUI;0;25;7;3;4;OUI;OUI;2025-04-17T15:40:35+00:00;48.8479394142243, 2.2608396783471107;Paris;75056;
19044;Grands Moulins de Pantin;OUI;0;46;4;1;3;OUI;OUI;2025-04-17T15:42:00+00:00;48.89738369720229, 2.3959985375404362;Paris;75056;
42707;Place Jean-Baptiste Clément;OUI;0;15;9;6;3;OUI;OUI;2025-04-17T15:39:58+00:00;48.81240466867336, 2.3617091774940495;Le Kremlin-Bicêtre;94043;
41404;Carnot - Pâquerettes;OUI;0;1;24;11;13;OUI;OUI;2025-04-17T15:40:37+00:00;48.79592939432515, 2.4261841177940373;Alfortville;94002;
92003;Chanzy - Sud-Est;OUI;0;11;12;6;6;OUI;OUI;2025-04-17T15:37:38+00:00;48.888912037698766, 2.195632159709931;Nanterre;92050;
7009;Assemblée Nationale;OUI;0;40;33;17;16;OUI;OUI;2025-04-17T15:40:34+00:00;48.861411014652, 2.3201214185208;Paris;75056;
5119;Jussieu - Guy de la Brosse;OUI;0;36;4;0;4;OUI;OUI;2025-04-17T15:41:12+00:00;48.845665, 2.355653;Paris;75056;
20132;Réunion - Avron;OUI;0;24;2;0;2;OUI;OUI;2025-04-17T15:40:23+00:00;48.852566752033766, 2.403928068708116;Paris;75056;
27002;Parc Pierre Lagravère;OUI;0;22;8;6;2;OUI;OUI;2025-04-17T15:40:06+00:00;48.92650488131725, 2.239069678491417;Colombes;92025;
35009;Jean Lolive - Parc Stalingrad;OUI;0;17;3;3;0;OUI;OUI;2025-04-17T15:39:14+00:00;48.89206174403158, 2.4091735482215886;Pantin;93055;
21109;Guichet - Jean Jaurès;OUI;0;22;5;3;2;OUI;OUI;2025-04-17T15:42:10+00:00;48.905169868129036, 2.3023840785026555;Clichy;92024;
